,eff1_kw,eff1_gp,eff2_kw,eff2_gp,eff3_gamma,eff4_gamma
6,1.965376786,1.997980989,1.998487019,1.997576899,0.050015263,0.082189133
7,1.99840401,0.002578337,1.991809146,0.001329891,19.94132862,19.92842742
