"","cpdp","xswcpdp","xcwcpdp","xcwccpdp","xswccpdp","pdp","ale","grid","NA"
"4187",0.115204496436307,0.0212127675996037,0.0172531332729667,0.0778615570427886,-0.00213865644226125,0.369637423189117,0.0413051803292857,-0.839981728736311,0
"4188",0.194602304127704,0.121484020119858,0.130831503029714,0.205405294298223,0.217445738052467,0.449035230880513,0.136162042429105,-0.80396339581348,0
"4189",0.274235827662527,0.220543211047013,0.217469487668002,0.243907351999355,0.15138418622009,0.528668754415336,0.233531878970334,-0.761005547381937,0
"4190",0.343234525405815,0.313901245991301,0.312543932898515,0.357466992946345,0.40052487903951,0.597667452158624,0.319319247951763,-0.71373552326113,0
"4191",0.391616395213112,0.384311736066548,0.383803845525584,0.377730552678644,0.363948042642296,0.646049321965922,0.380306938336494,-0.66902767283842,0
"4192",0.425199849919536,0.430448968552979,0.431266874334959,0.413961351193899,0.403643828947873,0.679632776672346,0.42341455302701,-0.624167046342045,0
"4193",0.443147361580617,0.452879577687531,0.458480405900826,0.465654680406757,0.509407818928154,0.697580288333428,0.447950426439393,-0.586186049133539,0
"4194",0.453243013071274,0.463908642367257,0.458521782314514,0.449493167510371,0.462551382955224,0.707675939824087,0.464512108324431,-0.542614872418344,0
"4195",0.453350520720084,0.467638758897689,0.466516596605134,0.444542106707908,0.42802383586082,0.707783447472894,0.469184528407738,-0.49833845268935,0
"4196",0.445710097311372,0.463599807446747,0.464664402871065,0.460242428121602,0.487354357692186,0.700143024064184,0.464667115903941,-0.458483641007915,0
"4197",0.432071534679662,0.451626152109586,0.453767282313846,0.430058377548959,0.424192237814015,0.686504461432474,0.452657388263229,-0.419908700436354,0
"4198",0.413337408136119,0.430616738532823,0.427774210079956,0.405925419552953,0.385903893857756,0.667770334888931,0.434778309922833,-0.382174187758937,0
"4199",0.385852004577101,0.400450147353391,0.401346940754475,0.378614989127482,0.358040284702375,0.640284931329912,0.40805228284413,-0.338896886650473,0
"4200",0.359597826934594,0.374317397289433,0.375247492288796,0.354359784571498,0.339372972615636,0.614030753687406,0.382224994130074,-0.304272163249552,0
"4201",0.32848689400894,0.342525954907949,0.340128440292553,0.331782896194838,0.345893251680175,0.582919820761748,0.350778460787141,-0.268189397063106,0
"4202",0.28746870182207,0.29945086133669,0.299788238290387,0.281450240971873,0.265373281131231,0.541901628574879,0.308937314046522,-0.22588983323425,0
"4203",0.254209135976321,0.26532701000742,0.265284442407157,0.258621998889161,0.264116719280997,0.508642062729131,0.275050902027074,-0.194623987842351,0
"4204",0.214518770793507,0.224659396185245,0.225538894577025,0.219426109051779,0.231124625775326,0.468951697546315,0.234238489472035,-0.159866716740653,0
"4205",0.157129675289591,0.163882482974208,0.163429588265569,0.156513779944081,0.155059840518466,0.411562602042402,0.176027852916221,-0.113189793787897,0
