"","cpdp","xswcpdp","xswccpdp","xcwcpdp","xcwccpdp","pdp","ale","grid","NA"
"1",-0.992622061634543,-0.991982716120026,-0.923102116148279,-1.00557093858539,-0.933815191752906,-0.961074216833874,-0.993046705083513,-0.999522206839174,0
"2",-0.955389332633437,-0.954766129312989,-0.973290818676,-0.965569367004429,-0.977070165052206,-0.923841487832767,-0.95571279945657,-0.959082946917042,0
"3",-0.922667194984754,-0.922058776526018,-0.956563883276634,-0.918027000130392,-0.951760226096545,-0.891119350184079,-0.922714788388522,-0.923842648845166,0
"4",-0.882547009324802,-0.88195745203327,-0.936566364136734,-0.882472690154963,-0.934258473540259,-0.850999164524133,-0.882527516177251,-0.880995602970943,0
"5",-0.840646524200274,-0.840077492500532,-0.915115689570098,-0.852885953287246,-0.927150786627376,-0.809098679399604,-0.840999442365967,-0.836645287163556,0
"6",-0.804022864834393,-0.803472436783227,-0.738572417168945,-0.806694355579123,-0.741210624234337,-0.772475020033723,-0.804229526028143,-0.798191840294749,0
"7",-0.767734581907032,-0.767203171954963,-0.858319705172983,-0.783442880345192,-0.871372267796045,-0.736186737106363,-0.768305336888201,-0.760358765423298,0
"8",-0.73327385619013,-0.732761024455648,-0.730250624140559,-0.731070414159622,-0.727900788798166,-0.701726011389459,-0.733729686695392,-0.724663019552827,0
"9",-0.702714633901091,-0.702218683550751,-0.669825786971688,-0.702292715872454,-0.664474692789899,-0.671166789100421,-0.702978083492569,-0.693186371773481,0
"10",-0.664205897249697,-0.663731743169863,-0.61571655905366,-0.664543534019399,-0.618108076340334,-0.632658052449027,-0.664564806715864,-0.653744608489797,0
"11",-0.62618672779801,-0.625734642877735,-0.619896268078668,-0.62726346870971,-0.619656899856614,-0.594638882997339,-0.626713511934321,-0.615031952876598,0
"12",-0.581340089568018,-0.580914707680314,-0.570673128788843,-0.601281477039388,-0.592191703469156,-0.549792244767347,-0.581889198283053,-0.56963524681516,0
"13",-0.531020895009947,-0.530626295563779,-0.599935972692289,-0.542356677303911,-0.607176447041207,-0.499473050209276,-0.531284255224882,-0.519012950137258,0
"14",-0.486548067277213,-0.486181357874003,-0.361777337720729,-0.492148960132201,-0.376325139446594,-0.455000222476543,-0.487117380058137,-0.474520914591849,0
"15",-0.448950686087938,-0.448608029828843,-0.31956432587637,-0.461042262405858,-0.341918919315336,-0.417402841287268,-0.449471135298888,-0.43707059495151,0
"16",-0.411869170154468,-0.411550642971182,-0.386967483194496,-0.411926732876868,-0.391747567418033,-0.380321325353799,-0.412418608985199,-0.400265964400023,0
"17",-0.371345614770843,-0.371053895833853,-0.308918157934987,-0.371233357329888,-0.310796805329883,-0.339797769970173,-0.371769691020243,-0.36017893621698,0
"18",-0.330818988247035,-0.330554516086658,-0.420405130522868,-0.32627265734388,-0.415490189995142,-0.299271143446365,-0.331239548273764,-0.320212203068659,0
"19",-0.284766603712556,-0.284533594763706,-0.246682569847168,-0.281611592494923,-0.241501787790525,-0.253218758911887,-0.285071618068109,-0.274924537036568,0
"20",-0.237463696300569,-0.237263527861062,-0.373162151048188,-0.228359453824208,-0.362468297302494,-0.205915851499899,-0.237582388505932,-0.228525083474815,0
"21",-0.200434737926706,-0.200260625379847,-0.213508553068888,-0.212817007044877,-0.209955841155458,-0.168886893126036,-0.200477293216356,-0.192270259745419,0
"22",-0.154204201175135,-0.154063022502799,-0.0454656526176435,-0.165519517784937,-0.0678805484558034,-0.122656356374465,-0.154569081161191,-0.147068557664752,0
"23",-0.112200985368457,-0.112090093977711,-0.0639593908773183,-0.100424814630938,-0.051273388076387,-0.0806531405677867,-0.112528118627492,-0.106041676532477,0
"24",-0.0719848564058829,-0.0719032683575303,-0.13230297502753,-0.0839660435546581,-0.158423847456361,-0.0404370116052125,-0.0722571594123204,-0.0667806700803339,0
"25",-0.03165211134883,-0.0316001919175724,-0.161458148130313,-0.00884961192575482,-0.142156573813457,-0.000104266548159527,-0.0318734279947992,-0.0274101257883012,0
"26",0.00664217038463691,0.0066656776100837,0.0573366604774359,0.0181344638469681,0.0768982377326703,0.0381900151853075,0.00654907531447535,0.0099806587677449,0
"27",0.0491996648441749,0.0491913380669953,0.0554797744777151,0.0454478780678301,0.0505283758700931,0.0807475096448455,0.0491156997642803,0.0515620020404458,0
"28",0.0876666352481763,0.0876293165255197,-0.0136384479813652,0.0796061321937766,-0.0201092585089352,0.119214480048847,0.0875915025651124,0.0891866481024772,0
"29",0.129034062499693,0.128965352747246,0.181757709682033,0.111240322422866,0.16240005426257,0.160581907300363,0.12901289045721,0.129706710241735,0
"30",0.163650458397652,0.16355532371701,0.214035539817505,0.176689329596384,0.230637576264083,0.195198303198323,0.163650489535012,0.163672681841999,0
"31",0.214096383549731,0.213962507066296,0.179729417422655,0.231329081097705,0.197354315157638,0.245644228350402,0.213884492966245,0.213288474734873,0
"32",0.259105836048978,0.258937182315261,0.332605543513402,0.272381498298555,0.348256453116026,0.290653680849648,0.258812671717426,0.257698160130531,0
"33",0.300077550478572,0.299877085849684,0.359427519610873,0.324849891597228,0.388391865891638,0.331625395279243,0.299511189883991,0.298259604200721,0
"34",0.343260500208264,0.343026367859029,0.308623134357541,0.332194760024896,0.301810531586474,0.374808345008934,0.342694074684345,0.34117023027502,0
"35",0.3796771928311,0.379414569768134,0.382647102695071,0.403871469676383,0.418450213966668,0.41122503763177,0.379184754740249,0.377500276435167,0
"36",0.422164541852034,0.421868580228277,0.447556916450028,0.426975472604388,0.453614849681899,0.453712386652705,0.42182641782859,0.420070292847231,0
"37",0.458289726260392,0.457965346827067,0.500073610849005,0.440558955099188,0.486417307997562,0.489837571061062,0.458062131607967,0.456436473000794,0
"38",0.495877313004782,0.495523307165638,0.453741620597979,0.481792141603954,0.426846971764093,0.527425157805451,0.495521970366682,0.494456591065973,0
"39",0.533688160135698,0.533304303141897,0.599063648491931,0.524130450361036,0.579555466365274,0.565236004936367,0.533427679382888,0.532905070427805,0
