"","cpdp","xsxcpdp","cxsxcpdp","pdp","ale","grid","NA"
"1",-1.0049010549378,-1.00544946627032,-1.0037253684497,-0.989121502710162,-1.00490844531288,-0.999522206839174,0
"2",-0.965604169564665,-0.966470826886104,-0.968661273460647,-0.949824617337025,-0.965743177790868,-0.959082946917042,0
"3",-0.931197701494167,-0.930937832367369,-0.9277996600873,-0.915418149266533,-0.931203358035379,-0.923842648845166,0
"4",-0.889175497639482,-0.88921067684535,-0.888221875294222,-0.873395945411845,-0.889395548484483,-0.880995602970943,0
"5",-0.845477341578487,-0.845778668404458,-0.847431198797313,-0.829697789350851,-0.846162309175622,-0.836645287163556,0
"6",-0.807437717085208,-0.807615657441083,-0.806384625158317,-0.791658164857575,-0.807771782781192,-0.798191840294749,0
"7",-0.769886977405142,-0.770206648328709,-0.773494719931951,-0.754107425177505,-0.770284541606234,-0.760358765423298,0
"8",-0.734354814023463,-0.734415605769037,-0.736559399146943,-0.718575261795828,-0.73444352750448,-0.724663019552827,0
"9",-0.702947671427323,-0.703023037541771,-0.701598831842963,-0.687168119199688,-0.703119453247416,-0.693186371773481,0
"10",-0.663504889645515,-0.663555316418017,-0.661885166457627,-0.647725337417879,-0.663471480607486,-0.653744608489797,0
"11",-0.624707750025218,-0.624809872439223,-0.627672440814631,-0.608928197797582,-0.624620412569507,-0.615031952876598,0
"12",-0.579123081203606,-0.579281312195034,-0.578685696797452,-0.563343528975971,-0.578706382392926,-0.56963524681516,0
"13",-0.52820016094687,-0.528500803082533,-0.530166838219682,-0.512420608719233,-0.527938306343562,-0.519012950137258,0
"14",-0.48338392568022,-0.483581279774009,-0.483580746855613,-0.467604373452586,-0.483416386552104,-0.474520914591849,0
"15",-0.445629747111627,-0.445580854273586,-0.443591479265948,-0.42985019488399,-0.445845809886047,-0.43707059495151,0
"16",-0.40850835559945,-0.408679823437841,-0.405995215913454,-0.392728803371814,-0.408823294580335,-0.400265964400023,0
"17",-0.368065498269747,-0.368041083170679,-0.367239749051592,-0.352285946042112,-0.368520106897627,-0.36017893621698,0
"18",-0.327742328366019,-0.32776899390789,-0.328494457329024,-0.311962776138383,-0.328133232977185,-0.320212203068659,0
"19",-0.282060128551213,-0.282156677675623,-0.281014463662462,-0.266280576323577,-0.282293805244817,-0.274924537036568,0
"20",-0.235278619338522,-0.235330579396999,-0.234825793380721,-0.219499067110886,-0.235403406024164,-0.228525083474815,0
"21",-0.198748034262097,-0.198434820891025,-0.200178079706963,-0.182968482034462,-0.198708477716947,-0.192270259745419,0
"22",-0.153237928382287,-0.153503922085257,-0.151408865389139,-0.137458376154652,-0.153047596530864,-0.147068557664752,0
"23",-0.111970676614798,-0.111974871531588,-0.110664873472298,-0.0961911243871631,-0.111817677863374,-0.106041676532477,0
"24",-0.072518677718956,-0.072900879073278,-0.0724386809396738,-0.0567391254913206,-0.0725538992180259,-0.0667806700803339,0
"25",-0.0329972103473326,-0.0329470943643581,-0.034375707804005,-0.0172176581196972,-0.0329218721248017,-0.0274101257883012,0
"26",0.00449839222848275,0.00460491797672153,0.00540973789670133,0.0202779444561182,0.00451655873643797,0.0099806587677449,0
"27",0.0461526452118581,0.0458991942950089,0.0450722346111396,0.0619321974394934,0.046108874836386,0.0515620020404458,0
"28",0.0838053200414253,0.0834745482703273,0.0838420922570129,0.0995848722690608,0.0836646069523623,0.0891866481024772,0
"29",0.124318543876866,0.1241531515034,0.126743110217912,0.140098096104501,0.124376883445878,0.129706710241735,0
"30",0.158252736070891,0.158396384699237,0.158014690618202,0.174032288298526,0.158462307842592,0.163672681841999,0
"31",0.207787846013838,0.207987178056559,0.208398210530963,0.223567398241473,0.207861197211251,0.213288474734873,0
"32",0.252101657515106,0.252289928539045,0.252279234559859,0.267881209742742,0.252117177031193,0.257698160130531,0
"33",0.292567091639104,0.292692152050749,0.295223598468099,0.308346643866739,0.292303306656105,0.298259604200721,0
"34",0.335379842642013,0.335059218794012,0.33583828965297,0.351159394869648,0.335329031190152,0.34117023027502,0
"35",0.3716402562432,0.372097055379197,0.373073319688881,0.387419808470835,0.371827658851166,0.377500276435167,0
"36",0.414157059193054,0.41405866289445,0.415247229097502,0.429936611420689,0.414296337011932,0.420070292847231,0
"37",0.450512881594427,0.450395276651953,0.44936303550337,0.466292433822062,0.450541399454098,0.456436473000794,0
"38",0.488567739875498,0.488385920203977,0.48520226763627,0.504347292103133,0.488629059360581,0.494456591065973,0
"39",0.527109660507386,0.526992186969537,0.526409343745404,0.54288921273502,0.527068231997105,0.532905070427805,0
"40",0.567609840447524,0.567622453328576,0.568657809742128,0.583389392675159,0.567867165905233,0.573232341678813,0
"41",0.60658709805942,0.606739785468039,0.605965842966569,0.622366650287057,0.606991357292861,0.61196038518101,0
"42",0.643153172429911,0.643023997105969,0.641580606517688,0.658932724657547,0.643480120251868,0.648210457758978,0
"43",0.678487319368483,0.67855367901369,0.679193714489645,0.694266871596118,0.678777807591399,0.683157139997929,0
"44",0.725264140737642,0.725612520938223,0.726503371512135,0.741043692965276,0.725411565109331,0.729287930708379,0
"45",0.770898158443368,0.770938389779061,0.768228125952009,0.786677710671004,0.770706756915336,0.774137037210166,0
"46",0.810850148357496,0.810733689994475,0.809776913850494,0.826629700585132,0.810634965348383,0.813271030131728,0
"47",0.847664630300071,0.847565349600565,0.849532648138036,0.863444182527705,0.847668607118026,0.849220823012292,0
"48",0.879660303191354,0.879836990220121,0.882202157353477,0.89543985541899,0.879742169566891,0.880377424713224,0
"49",0.916368222664567,0.915329461873577,0.91661811816535,0.932147774892201,0.916416216854373,0.916021902188659,0
"50",0.960324791779342,0.960103092083429,0.960829275638108,0.976104344006979,0.960501842951761,0.958563722977415,0
"51",1.00294045878688,1.0017300944178,0.994438961245815,1.01872001101452,1.00299772665837,0.999662487301975,0
"52",-0.997455225939726,-0.999887406699104,-1.00062762429234,-0.995831738411416,-0.997652671692644,-0.999880497343838,0
"53",-0.955332559044225,-0.955685678274069,-0.954331421897987,-0.953709071515915,-0.955802714504621,-0.955597428577021,0
"54",-0.921973538966573,-0.921556253481395,-0.921107308844983,-0.920350051438266,-0.922701965568344,-0.920734587907791,0
"55",-0.88606773389591,-0.886385300547217,-0.886111658802586,-0.884444246367602,-0.886364231669272,-0.883400584468618,0
"56",-0.841960256455816,-0.840990701080242,-0.842006892097381,-0.840336768927506,-0.84225810082006,-0.837789843678474,0
"57",-0.806290853449065,-0.806297637292678,-0.807372643525971,-0.804667365920755,-0.806557312084085,-0.801092604454607,0
"58",-0.765096185866394,-0.764551614636722,-0.765649933029752,-0.763472698338085,-0.765300155678684,-0.758904077410698,0
"59",-0.731966540078532,-0.731858882760188,-0.730609354769945,-0.730343052550223,-0.732062117316048,-0.725115067148581,0
"60",-0.689054788471422,-0.689095576994689,-0.687689293247672,-0.687431300943115,-0.689147412123302,-0.681521286386996,0
"61",-0.647353254152611,-0.646959854418098,-0.646338284342155,-0.645729766624302,-0.647605670215011,-0.639329587835819,0
"62",-0.608690924661034,-0.608391693380401,-0.609049069565039,-0.607067437132725,-0.60897554619258,-0.600353315286338,0
"63",-0.568538731420599,-0.567942845793144,-0.569302883228925,-0.56691524389229,-0.569091200529601,-0.560007338924333,0
"64",-0.535512796092218,-0.535688733233865,-0.536027245002815,-0.533889308563909,-0.535870542388032,-0.526915621403605,0
"65",-0.504351612139651,-0.504563177142201,-0.504386675602476,-0.502728124611342,-0.504647346199891,-0.495764279477298,0
"66",-0.462036325047262,-0.462929712305868,-0.463431332979307,-0.460412837518954,-0.462385545302534,-0.45356550520286,0
"67",-0.419080632758198,-0.419366165064438,-0.419928980994391,-0.417457145229889,-0.419517478044818,-0.410838675452396,0
"68",-0.380506783861138,-0.381249455027429,-0.379689035468382,-0.378883296332829,-0.380906732475452,-0.372555429507047,0
"69",-0.332084057112617,-0.332243770640648,-0.332598304197078,-0.330460569584307,-0.332387465390898,-0.32459770809859,0
"70",-0.288327309330828,-0.288361022021778,-0.288163188776112,-0.286703821802518,-0.288661612567887,-0.281343874502927,0
"71",-0.253762105576644,-0.253062269645649,-0.253229406418501,-0.252138618048335,-0.254031725050527,-0.247222893238068,0
"72",-0.215550005999071,-0.215726318625034,-0.216055363880321,-0.213926518470762,-0.215546666454939,-0.209542108979076,0
"73",-0.171394396813264,-0.171167682424936,-0.170641414574786,-0.169770909284954,-0.171485800316769,-0.166042758915573,0
"74",-0.126774972481471,-0.126569664272796,-0.125944743933399,-0.125151484953162,-0.126907356483512,-0.122120731975883,0
"75",-0.0883684438268821,-0.0889388923706267,-0.0893494541714916,-0.0867449562985729,-0.0882078632994696,-0.0843329040892422,0
"76",-0.0454581085899566,-0.0455701971804754,-0.0463613091299799,-0.0438346210616473,-0.0452908977389397,-0.0421245431154967,0
"77",0.00026518146887512,0.000178743948390828,0.000440594641916405,0.00188866899718443,0.00014212954155024,0.00284871435724199,0
"78",0.0414699683396927,0.0414189928780601,0.0406329862194479,0.0430934558680019,0.0414641752628901,0.0433846473693848,0
"79",0.0865088060341262,0.0860970566026594,0.0848326367661732,0.0881322935624356,0.0865819692642991,0.0877092998288572,0
"80",0.128139256803259,0.127885683786034,0.128275013189257,0.129762744331569,0.128108880089718,0.128703333437443,0
"81",0.180749368337117,0.180600934670734,0.18081219576683,0.182372855865427,0.180780701958084,0.180553615279496,0
"82",0.218340056787748,0.218225272898622,0.218567554099082,0.219963544316057,0.218399692983404,0.217639539018273,0
"83",0.258464592201527,0.258221901430102,0.259744726311409,0.260088079729837,0.258798081612454,0.257267631143332,0
"84",0.29853780828458,0.298418646509635,0.298713158412833,0.300161295812888,0.299021805600335,0.296895728651434,0
"85",0.338366321500679,0.3383766262255,0.338108605905299,0.339989809028988,0.338846580896601,0.336339445924386,0
"86",0.38187094293619,0.381316329706661,0.381093368968434,0.383494430464499,0.382314138112362,0.379498444236815,0
"87",0.420121103347721,0.41967969167773,0.41980997061048,0.421744590876031,0.420489049108063,0.417517201090231,0
"88",0.457917949872181,0.457811408800875,0.457625504982085,0.45954143740049,0.458198162508123,0.455159629099071,0
"89",0.49718797226076,0.497016911357196,0.495862226781881,0.498811459789068,0.49749337499471,0.494355555921793,0
"90",0.529265087763581,0.529683944780444,0.529567883772612,0.530888575291892,0.529484782259623,0.526443639341742,0
"91",0.569053284245001,0.56946676171374,0.568332998893983,0.570676771773312,0.569237097043754,0.566343202749267,0
"92",0.604513532273287,0.604310508308963,0.602753050155256,0.606137019801598,0.604622024208823,0.602002116292715,0
"93",0.649125698454707,0.648769117075692,0.64890668049454,0.650749185983016,0.649196658372055,0.647010519057512,0
"94",0.693932898196398,0.693729876904802,0.694346882191896,0.695556385724707,0.693742096697042,0.692396451048553,0
"95",0.732667024153933,0.732657765450067,0.733555452935131,0.73429051168224,0.732606889796235,0.731791606126353,0
"96",0.766988501680026,0.767035784145743,0.767094963471729,0.768611989208336,0.76701023312815,0.766834416128695,0
"97",0.805560456062984,0.805643721383435,0.80495429414414,0.807183943591292,0.805367819240122,0.80638129580766,0
"98",0.839365147062753,0.839588454771821,0.839791093081449,0.840988634591062,0.83924889960494,0.84119379054755,0
"99",0.878973517906824,0.879136996038703,0.880016426951986,0.880597005435137,0.879100765939172,0.882178628435357,0
"100",0.919415211468502,0.919769750503968,0.920385051452947,0.921038698996809,0.919655406468888,0.924259150940925,0
"101",0.954631320767493,0.954616600860436,0.95386509950208,0.956254808295804,0.954853856373914,0.961107884580269,0
"102",0.991557133821166,0.991971090171515,0.989999194200364,0.993180621349474,0.991549046392583,0.999964863527566,0
"103",-0.939351142902237,-0.941458405620969,-0.946511977820667,-0.955734792263016,-0.937681633936978,-0.999729212373495,0
"104",-0.908151947917326,-0.907823164569839,-0.907632507564619,-0.924535597278104,-0.90604191292594,-0.960525684198365,0
"105",-0.876729241771838,-0.876376102014092,-0.876887508888498,-0.893112891132617,-0.874651413577187,-0.921754745859653,0
"106",-0.840567980609754,-0.841124195437153,-0.842026361324389,-0.856951629970531,-0.838731045630529,-0.877975657992065,0
"107",-0.810865706906284,-0.811422144177684,-0.811098511994715,-0.827249356267062,-0.809248077614355,-0.842651353217661,0
"108",-0.779642196796852,-0.779138883604059,-0.778728693544227,-0.796025846157629,-0.777878158680707,-0.806101768137887,0
"109",-0.744971538518517,-0.745268754441183,-0.746893167293816,-0.76135518787929,-0.743322569347673,-0.766179921068251,0
"110",-0.707023797625284,-0.706804917281361,-0.70730486364457,-0.723407446986063,-0.70537703909268,-0.723235967829823,0
"111",-0.675319161934005,-0.6751419771759,-0.675934373120167,-0.691702811294783,-0.673621567414978,-0.687921848166734,0
"112",-0.642614022043572,-0.642714270174583,-0.645551833546477,-0.658997671404349,-0.640932587833349,-0.651998541690409,0
"113",-0.603940736128254,-0.6040304258245,-0.602279410143146,-0.620324385489029,-0.60246019080173,-0.61013952139765,0
"114",-0.564554199203093,-0.564674662450047,-0.564913186774459,-0.580937848563871,-0.563154092833492,-0.568150175930932,0
"115",-0.524714007983362,-0.524760580373102,-0.525235416763021,-0.541097657344139,-0.523716746093311,-0.526285369824618,0
"116",-0.489344019063119,-0.489363556348078,-0.488149976692267,-0.505727668423897,-0.48818327954465,-0.489590974478051,0
"117",-0.454195169600014,-0.454201750194532,-0.455646343659901,-0.470578818960792,-0.453182311135983,-0.453532905485481,0
"118",-0.420126597751114,-0.420083228022096,-0.420334922291023,-0.436510247111889,-0.419214664034643,-0.418940978962928,0
"119",-0.386474369238897,-0.386564445714182,-0.386432731692507,-0.402858018599674,-0.385649243815096,-0.385091063901782,0
"120",-0.34404811426132,-0.344225419105556,-0.343860787077181,-0.360431763622098,-0.343316831148735,-0.342829062491655,0
"121",-0.299937215096295,-0.300581637395546,-0.298163146143853,-0.316320864457072,-0.299257199263084,-0.299330086279661,0
"122",-0.265392255391638,-0.265629898285286,-0.26417200592887,-0.281775904752416,-0.264748541692851,-0.265545420609415,0
"123",-0.217387500452784,-0.217967148102857,-0.217659617050791,-0.233771149813561,-0.216746992263625,-0.218958891928196,0
"124",-0.179227947858751,-0.179883659604077,-0.179171579417752,-0.195611597219529,-0.178490945729799,-0.182190048908815,0
"125",-0.142575956138802,-0.142592193429226,-0.144195542898978,-0.15895960549958,-0.141983125010115,-0.147063197828829,0
"126",-0.10183531256028,-0.102532284875661,-0.1030180181416,-0.118218961921057,-0.101214532906647,-0.108203780204058,0
"127",-0.0591033661035043,-0.059126453412789,-0.0591513916070413,-0.0754870154642817,-0.0584449065350024,-0.0676187979802489,0
"128",-0.0193898262119548,-0.0193037307096595,-0.0179396142493612,-0.0357734755727319,-0.0187007767572051,-0.0300262945238501,0
"129",0.015374467766835,0.0152973669976419,0.0145598659742547,-0.00100918159394225,0.0159542470281194,0.00280696175992489,0
"130",0.0565561905578062,0.0570028304096105,0.0579203202162322,0.0401725411970289,0.0569768237790532,0.0416410299018026,0
"131",0.102564257584791,0.102244354773633,0.0989572640230591,0.0861806082240139,0.102931289545831,0.0849890734255314,0
"132",0.145146274509241,0.144599892794972,0.144017135669641,0.128762625148464,0.145571900409001,0.125114107709378,0
"133",0.181789943211078,0.181676914627102,0.181688426998323,0.165406293850301,0.182194394956805,0.159677106421441,0
"134",0.218743714734478,0.21857160578874,0.218202606686318,0.2023600653737,0.218982437689087,0.194590351507068,0
"135",0.266048313227522,0.26570225576727,0.266734635361837,0.249664663866746,0.266200490059289,0.239408077076077,0
"136",0.311397519262274,0.311926974394073,0.311018532969371,0.295013869901497,0.311426759878347,0.282551964186132,0
"137",0.358604688166859,0.358905311876377,0.360535242387028,0.342221038806082,0.358608799381392,0.32770318672061,0
"138",0.400432820695297,0.400684189381709,0.39971228609657,0.38404917133452,0.400210558720289,0.36795945353806,0
"139",0.445352070610004,0.445335928586326,0.445771133885858,0.428968421249226,0.445078301486217,0.411501201000065,0
"140",0.487807702364588,0.488020939458816,0.487320927975871,0.471424053003809,0.487500825004764,0.452997403759509,0
"141",0.537692427740355,0.537608264153586,0.538110728825204,0.521308778379578,0.537380589152082,0.502244760245085,0
"142",0.576212630709945,0.576459233479715,0.578436633050538,0.559828981349168,0.576062104270623,0.54068267326802,0
"143",0.609984877517964,0.610018080228634,0.610197553550011,0.593601228157185,0.609748254943407,0.574710027594119,0
"144",0.643975795004512,0.644134991918681,0.64657041624886,0.627592145643736,0.643705216106403,0.609295113487168,0
"145",0.685596022857178,0.685401710388291,0.682974821814198,0.669212373496401,0.685170429771836,0.652146012689918,0
"146",0.725028634621417,0.724772284395813,0.729165736018645,0.70864498526064,0.724901523004387,0.693302765246481,0
"147",0.764868481397164,0.765393877187189,0.767292625492802,0.748484832036388,0.764843725251778,0.735487521477044,0
"148",0.814600478165369,0.813930133303761,0.812680059583789,0.798216828804593,0.814524043998935,0.789078945992515,0
"149",0.859801346372442,0.859434087828105,0.860193365925849,0.843417697011664,0.859862534909561,0.838772876020521,0
"150",0.895416852520736,0.895362999602896,0.894066622748909,0.879033203159959,0.89528391912669,0.878649523332715,0
"151",0.928583049383087,0.928519330104604,0.926943862187455,0.912199400022307,0.928396158651092,0.91639904120937,0
"152",0.966702178875023,0.965294629235157,0.96486971863541,0.950318529514244,0.96630799026686,0.960570435309783,0
"153",0.999202592212888,0.998794745886208,0.989079787867701,0.982818942852113,0.99857250252001,0.998938081786036,0
"154",-0.980724249764975,-0.98041406981294,-0.981461790782083,-0.976789045565346,-0.980788387758578,-0.999905872624367,0
"155",-0.950165553607602,-0.949525082661123,-0.952777364141581,-0.946230349407973,-0.950135123107886,-0.965551781849936,0
"156",-0.920891751841373,-0.921243167196955,-0.918681802472721,-0.916956547641741,-0.920751700014929,-0.933045303169638,0
"157",-0.887567247635933,-0.888097176881858,-0.88698920356291,-0.883632043436309,-0.887466327085725,-0.896486329520121,0
"158",-0.849438112259528,-0.8489836052597,-0.847385992294591,-0.845502908059902,-0.849066474967122,-0.855190257243812,0
"159",-0.812785065765145,-0.813150429432059,-0.815377697702403,-0.808849861565517,-0.81251124095974,-0.815979907009751,0
"160",-0.774873804008793,-0.77491754380258,-0.774638913785906,-0.770938599809167,-0.774286815859574,-0.775874608382583,0
"161",-0.735523239690327,-0.735397962738958,-0.735604493418973,-0.7315880354907,-0.734906954502677,-0.734679515715688,0
"162",-0.69067823853328,-0.690745649549511,-0.689968992598373,-0.686743034333652,-0.690011048739635,-0.688205339629203,0
"163",-0.651685799454901,-0.651643415823994,-0.652116185463057,-0.647750595255274,-0.651327361450723,-0.648153918227181,0
"164",-0.605356215408109,-0.605295603413727,-0.604190401017445,-0.60142101120848,-0.605126012444862,-0.600938316714019,0
"165",-0.567651090836059,-0.567444617490365,-0.566706415749234,-0.56371588663643,-0.56745657973178,-0.562769393669441,0
"166",-0.526075986164505,-0.526073821640677,-0.525649808056425,-0.522140781964878,-0.525957307360191,-0.520911387354136,0
"167",-0.490552792357686,-0.490564904084619,-0.490893695343154,-0.486617588158057,-0.490505572689785,-0.485309793213382,0
"168",-0.451654281611392,-0.451542817393433,-0.453015097252911,-0.447719077411764,-0.451621088733123,-0.446472742110491,0
"169",-0.412015656586187,-0.412234792672214,-0.412751793279404,-0.408080452386558,-0.411957790311284,-0.407031367672607,0
"170",-0.369834839248145,-0.369870722811187,-0.370249762822366,-0.365899635048518,-0.369841007113491,-0.365184939745814,0
"171",-0.330282014385146,-0.330493608718996,-0.330063012280869,-0.326346810185517,-0.330275171711463,-0.326041662031785,0
"172",-0.291059288060638,-0.291305646051346,-0.292350251845645,-0.28712408386101,-0.291062026568874,-0.287299391962588,0
"173",-0.256396369377465,-0.255912045850609,-0.255611294971822,-0.252461165177837,-0.256364889019378,-0.253110570451245,0
"174",-0.210196240294925,-0.210351956075661,-0.209930995480708,-0.206261036095297,-0.21025032136012,-0.207597730588168,0
"175",-0.16827539453174,-0.168218522961065,-0.169564008738443,-0.164340190332112,-0.168268272478504,-0.166339923543856,0
"176",-0.123049387627889,-0.123188090468101,-0.121667247325951,-0.11911418342826,-0.122895030102565,-0.121855107266456,0
"177",-0.0842474998936917,-0.0842096204407598,-0.0845960261471238,-0.0803122956940636,-0.0840277845120003,-0.083699000980705,0
"178",-0.0418881126029484,-0.0418248597038304,-0.0419976789109069,-0.0379529084033205,-0.0417291849031498,-0.0420437828451395,0
"179",0.00413185598977125,0.00440404109205226,0.00453999097628775,0.00806706018939925,0.00426124278280515,0.0032244713511318,0
"180",0.0471989619881469,0.0474733624520769,0.0480225922825579,0.0511341661877749,0.0472394186790747,0.0456117996945977,0
"181",0.0860324643516047,0.086057688815217,0.0862182400470782,0.0899676685512326,0.0861187505903035,0.0838603599276394,0
"182",0.128564482626203,0.128838765184969,0.129227059048984,0.132499686825831,0.128679281755528,0.12579046100378,0
"183",0.160981146854241,0.16119172113458,0.161192826543194,0.164916351053869,0.161079894269662,0.157780543984845,0
"184",0.202697701776858,0.202870061918376,0.203288986997561,0.206632905976486,0.202712586375084,0.198995255772024,0
"185",0.252340526370889,0.252472912825824,0.252217512387059,0.256275730570516,0.252256040500627,0.248119041239843,0
"186",0.297612640222247,0.297651305989885,0.298793173271249,0.301547844421875,0.297577305569375,0.29300085240975,0
"187",0.339028327365656,0.339130071965571,0.339399427576228,0.342963531565283,0.339079451525137,0.334135990701616,0
"188",0.377928911351402,0.377763186958044,0.377262555519816,0.381864115551032,0.377954887269513,0.372845101822168,0
"189",0.415502810022072,0.41568938057859,0.415542260363561,0.4194380142217,0.415542127663212,0.410304850060493,0
"190",0.451988699671715,0.451999598374967,0.451917298578285,0.455923903871342,0.451972055748593,0.446750429328531,0
"191",0.490281567120641,0.490284345869587,0.489981718810214,0.49421677132027,0.490268978786519,0.485079804062843,0
"192",0.526198583522841,0.526212310906588,0.52664660697706,0.530133787722469,0.52625193638403,0.52110807383433,0
"193",0.568702933709522,0.568656009689569,0.569556180395597,0.57263813790915,0.568750712031289,0.563845109334216,0
"194",0.609197138163484,0.609203211160383,0.609308727028822,0.613132342363112,0.60933717667031,0.604667623434216,0
