"","eff1_kw","eff1_gp","eff2_kw","eff2_gp","eff3_gamma","eff4_gamma"
"x1",1.98961356049404,1.98961356049404,1.98961356049404,1.98961356049404,0.0563016626983881,0.0563016626983881
"x2",1.98961356049404,1.98961356049404,1.98961356049404,1.98961356049404,0.0563016626983881,0.0563016626983881
"x3",1.98961356049404,1.98961356049404,1.98961356049404,1.98961356049404,0.0563016626983881,0.0563016626983881
"x4",1.98961356049404,1.98961356049404,1.98961356049404,1.98961356049404,0.0563016626983881,0.0563016626983881
"x5",1.98961356049404,1.98961356049404,1.98961356049404,1.98961356049404,0.0563016626983881,0.0563016626983881
