"","cpdp","xsxcpdp","cxsxcpdp","pdp","ale","grid","NA"
"1",-0.647905393524179,-0.647668131566141,-0.568433757281777,-0.613401930269952,-0.569212871854481,-0.999947292730212,0
"2",-0.406621807207066,-0.40643738276837,-0.352404598379817,-0.37211834395284,-0.346273649282431,-0.962880130009726,0
"3",-0.200522809120208,-0.200417243976728,-0.176685647946342,-0.166019345865982,-0.158673444229291,-0.924303664453328,0
"4",-0.0284037817895831,-0.0283610801224088,-0.0176001127871596,0.00609968146464291,0.000176994967014066,-0.883497526263818,0
"5",0.0970951857861419,0.0971345834622996,0.0939055886675645,0.131598649040368,0.116984949821463,-0.845236521400511,0
"6",0.20005881912807,0.20004480887164,0.192576165129916,0.234562282382297,0.213121048818298,-0.804790436197072,0
"7",0.274046034522947,0.274074636688728,0.262370934233669,0.308549497777173,0.282947541434499,-0.767595026660711,0
"8",0.334740133250067,0.334702733955028,0.322046747448041,0.369243596504292,0.340734277228926,-0.729074049433693,0
"9",0.383025150883763,0.383035298317528,0.368545797391556,0.417528614137989,0.386380134503176,-0.69040166741237,0
"10",0.423657694843007,0.423638392449469,0.406609407986646,0.458161158097234,0.426333188668301,-0.648875912735239,0
"11",0.449951970947614,0.449909171263799,0.43249580997251,0.484455434201841,0.451569672568949,-0.614453594386578,0
"12",0.471124478172713,0.471046451314944,0.460084745004018,0.505627941426939,0.471320359407204,-0.578389069801196,0
"13",0.488631051430579,0.488586593089842,0.479342460968721,0.523134514684805,0.488580762092617,-0.534636896196753,0
"14",0.497849112322963,0.497806981835967,0.487059777709996,0.532352575577189,0.497667702616798,-0.486058460175991,0
"15",0.496655342637223,0.496630021396049,0.488167406866497,0.531158805891451,0.494652114503712,-0.440570794548839,0
"16",0.483149050241618,0.483142203454099,0.479372138610138,0.517652513495844,0.481906356671919,-0.38813499212265,0
"17",0.465266121138117,0.465240253757308,0.463060834261914,0.499769584392345,0.464120973470682,-0.350574033241719,0
"18",0.435114808288708,0.435052386581064,0.435491824255872,0.469618271542933,0.434035114838731,-0.30613333019428,0
"19",0.398905803820294,0.398828576105331,0.391594151609849,0.43340926707452,0.397997848074968,-0.265357949994505,0
"20",0.361342158910231,0.36135373230128,0.359580053815008,0.395845622164457,0.359755604787676,-0.230244869561866,0
"21",0.315945394868137,0.315868725179496,0.316517656578386,0.350448858122364,0.314682519085875,-0.193436002917588,0
"22",0.252557135278515,0.252547650487201,0.2489380404903,0.287060598532741,0.251416796404001,-0.148267078064382,0
"23",0.173092098944364,0.173069316226233,0.168813830432593,0.20759556219859,0.171352536409821,-0.0977046886458993,0
"24",0.110404696537826,0.110403697728365,0.108344306287506,0.144908159792052,0.108863279759016,-0.0606124971155077,0
"25",0.0530090380415564,0.0529884193716252,0.0546506454450522,0.0875125012957823,0.0516491029778302,-0.0278847568109632,0
"26",-0.0198502383240416,-0.0198767171563063,-0.0227012007985465,0.0146532249301844,-0.0217355602839137,0.012875152984634,0
"27",-0.094783066951605,-0.0947664922416923,-0.0987518964209564,-0.0602796036973791,-0.0971812269225463,0.0548799389600754,0
"28",-0.154780050113735,-0.154794959407537,-0.152106308878156,-0.120276586859509,-0.157501845164824,0.089349617427215,0
"29",-0.21475383999752,-0.214763668401102,-0.211023529962561,-0.180250376743294,-0.217626422481896,0.125352581199259,0
"30",-0.279232981452927,-0.279238826349044,-0.269801251355451,-0.244729518198701,-0.282306285271941,0.16702689259313,0
"31",-0.329344339983382,-0.329340548077126,-0.327797772677931,-0.294840876729155,-0.333183345838789,0.202936141937971,0
