"","cpdp","xswcpdp","xswccpdp","xcwcpdp","xcwccpdp","pdp","ale","grid","NA"
"2513",0.000360998102714229,0.00465267371632346,-0.0467078644986947,0.0857514266126787,0.168203053456132,-0.334518645419749,0.000318805463133094,-0.479883753880858,0
"2514",0.000582572328024256,-0.00800184209510389,0.00590561356147781,0.0894826516130519,0.186829091498575,-0.33429707119444,0.00052263560638861,-0.445122849084437,0
"2515",0.000788530119321912,-0.0170222351837793,-0.00608475750120537,0.0921535531629076,0.236856616232626,-0.334091113403142,0.000708105394910018,-0.410455661453307,0
"2516",0.000984351643531247,-0.0273638279882471,0.00915852517389598,0.0818091177157844,0.165392842016651,-0.333895291878932,0.000923533340453571,-0.374874794669449,0
"2517",0.00120851276404269,-0.04087976063561,-0.0595869513271408,0.0235506521288079,0.0526647555008034,-0.333671130758421,0.0011277166914983,-0.330080736614764,0
"2518",0.00139769321320732,-0.0388936368779923,-0.0739581645701766,-0.111690529605937,-0.278622687906991,-0.333481950309256,0.00129085576815542,-0.287703334651887,0
"2519",0.00154987778496021,-0.0261468216688568,-0.0140229146096842,-0.105350590425066,-0.364637000633639,-0.333329765737503,0.00143552702541615,-0.24932401413098,0
"2520",0.00169911011740558,-0.0155400297689861,0.0289620952718099,-0.0980170973652064,-0.15736897055767,-0.333180533405058,0.00159788059131904,-0.206236373167485,0
"2521",0.00182716623440011,-0.0104924755158549,-0.07986575959503,0.0297193477689954,0.00642723811023607,-0.333052477288063,0.00170116093889084,-0.162539331326261,0
"2522",0.00192339873668008,-0.00262532619191576,0.0386870619969366,0.0973041712625678,0.247047998707941,-0.332956244785784,0.00178436864610993,-0.1227682678774,0
"2523",0.00200352399145687,0.00620032059138027,0.0685969696496768,-0.074453443460325,-0.104739007575129,-0.332876119531007,0.00188155499884395,-0.0810981799382717,0
"2524",0.00205696021081892,0.00819818573634413,-0.0323650198975046,-0.0465087616447982,-0.155410332387945,-0.332822683311644,0.00195462913541829,-0.0441068482212722,0
"2525",0.00209981119700659,0.00378864453533818,0.0454108162271033,0.083798832628948,0.15133711696408,-0.332779832325456,0.00200168934701332,0.00119096506386995,0
"2526",0.00211619382051732,4.34221189223573e-05,-0.0392036738479442,-0.0347066098716403,-0.0610670227536076,-0.332763449701946,0.00202208164733139,0.0371829364076257,0
"2527",0.00211608814504697,0.000591826711407882,-0.0136499362219549,0.043095452260728,0.0618324331243883,-0.332763555377417,0.00202479507078184,0.0772947755642235,0
"2528",0.00209732121558871,0.00569481816922906,0.0712445639993953,0.0147529776685983,0.100555472833578,-0.332782322306874,0.00199311189139276,0.116534354593605,0
"2529",0.00206077729769602,0.0105245319883688,-0.00917985137615276,0.0568065758743691,0.0940281373830753,-0.332818866224768,0.00197894961359579,0.155254660751671,0
"2530",0.00199836534910407,0.0137337974917473,0.0301660545829217,0.0257363874985266,0.131778147390916,-0.332881278173359,0.00191106585717891,0.198804928082973,0
"2531",0.00191371708111845,0.0151812152514822,0.0186928003876823,0.0823194377121121,0.116280051985854,-0.332965926441344,0.0018166241383386,0.242251477204263,0
"2532",0.00181794608926012,0.0154934988871689,0.037004139133939,-0.120832069330408,-0.232998902890273,-0.333061697433203,0.00173119914161076,0.281561300847679,0
"2533",0.00168835613670656,0.0167313637515538,-0.0172620001170214,-0.0984596239521717,-0.225275162175701,-0.333191287385757,0.00159846702802282,0.325835863361135,0
"2534",0.00153906898442412,0.0180249369010698,0.0779289878970977,-0.0345372291594335,-0.0679339082928338,-0.33334057453804,0.00144934659947196,0.369242210388184,0
"2535",0.0013679037034554,0.0191975900485588,-0.0363819301608101,-0.0787628172437121,-0.148885509737872,-0.333511739819007,0.00126937447503415,0.41264063171111,0
"2536",0.00122247336880229,0.0203106411479052,0.0883899764947514,0.0804529814512989,0.236968746478982,-0.333657170153661,0.00112956503631963,0.445789918601513,0
"2537",0.00103539847633664,0.020172918559658,0.0128127640256753,-0.0784859242249865,-0.198672108896347,-0.333844245046126,0.000944428379403648,0.484742519045248,0
"2538",0.00081205227009525,0.0169798143644327,0.00650322414174935,0.0395277912458421,0.0707444212395923,-0.334067591252369,0.000725944414082372,0.527129248268902,0
"2539",0.000542034840963034,0.00912936938390652,0.0129476406098214,0.0789491761319572,0.210511975426408,-0.334337608681499,0.000466390169553224,0.573862197864801,0
"2540",0.000313908871023004,0.00151212237167183,-0.000672097102977453,-0.122830501380082,-0.341387055926298,-0.334565734651441,0.000243116540965918,0.610359610803426,0
"2541",4.92660623652727e-05,-0.00348678786285325,-0.00557685082833917,-0.0039630800664093,-0.0204511474651525,-0.334830377460098,-3.2794107285997e-05,0.649974207878113,0
"2542",-0.000208661035720287,-0.00366220265642836,0.0498252547625951,-0.0215152037150271,0.0679710859138553,-0.335088304558184,-0.000323932583808467,0.686265145149082,0
"2543",-0.000499444841972937,-0.000687132228749156,-0.0635594572749797,-0.047607485875988,-0.132344212098796,-0.335379088364436,-0.000612706627624644,0.724900331730024,0
"2544",-0.000820919218763447,0.00498595214771424,-0.00291887085489849,-0.0296507471543475,-0.0424708728048549,-0.335700562741228,-0.000954345739826741,0.765255550257862,0
"2545",-0.00116390158945661,0.00767692467901143,0.053659191733233,0.0461099379393939,0.113100792852607,-0.33604354511192,-0.00130443673311615,0.806012731231749,0
"2546",-0.00151030763937391,0.000823668905951123,0.0447210910028495,0.0924027035001526,0.183889073667199,-0.336389951161837,-0.00164812862402709,0.845131747983396,0
"2547",-0.00194056397013217,-0.013713284607681,-0.000931240288072597,-0.127836363380403,-0.252849139364893,-0.336820207492597,-0.00207438193009388,0.891285989452153,0
"2548",-0.00228577929953096,-0.0226298138812134,-0.0313896468580894,0.0322269153968804,0.143646557779554,-0.337165422821994,-0.00238907227187663,0.926634775996208,0
"2549",-0.00266341116742555,-0.0277229010170162,-0.0222366750572689,0.0872871714472905,0.145404295269536,-0.337543054689889,-0.00277324813524802,0.963807972669601,0
"2550",-0.00304525435623703,-0.0287880086818145,-0.186414008733328,-0.0965824291354386,-0.355590637397573,-0.3379248978787,-0.00319075199399813,0.999988207127899,0
"2551",0.000150656756074984,0.00875180722545377,-0.237719608461347,0.000756227019680361,-0.227441430805955,-0.335395618405173,0.0002045584658305,-0.999912726692855,0
