"","eff1_kw","eff1_gp","eff2_kw","eff2_gp","eff3_gamma","eff4_gamma"
"x1",1.99710057023913,1.99710057023913,0.523752505425364,1.99710057023913,0.00929105561226606,0.309948706999421
"x2",0.666703935712576,1.99710057023913,0.652919223532081,0.986963069066405,0.00929105561226606,6.94867220707238
"x3",0.304272434208542,1.99710057023913,0.355687861330807,0.000929105561226606,0.265744579955935,19.9710057023913
"x4",0.157598675228655,1.99710057023913,0.125629172194749,0.503593887202442,0.0733187654986978,5.03593887202442
"x5",1.99710057023913,1.99710057023913,0.837527520023286,0.000929105561226606,0.00929105561226606,9.02467594016343
