"","eff1_kw","eff1_gp","eff2_kw","eff2_gp","eff3_gamma","eff4_gamma"
"x1",1.99710057023913,1.99710057023913,0.878592251334339,1.99710057023913,0.0733187654986978,0.191932525485754
"x2",0.554205412976444,1.99710057023913,0.753483090549707,1.99710057023913,0.0733187654986978,2.89794763550162
"x3",0.753483090549707,1.99710057023913,0.794611580204219,0.00733187654986978,0.462907203473151,11.5945870662108
"x4",0.184497943148017,1.99710057023913,0.126387981232256,0.00733187654986978,0.462907203473151,19.9633094295859
"x5",1.99710057023913,1.99710057023913,0.554073685314506,0.00733187654986978,0.0733187654986978,19.9710057023913
