"","eff1_kw","eff1_gp","eff2_kw","eff2_gp","eff3_gamma","eff4_gamma"
"x1",1.97998746205121,1.97998746205121,0.2120610056445,0.00953139271587133,0.68235831335187,19.7998746205121
"x2",1.05167785380036,1.97998746205121,0.546860703732818,0.264594458509237,1.90505647100508,7.02347526326776
"x3",1.97998746205121,1.97998746205121,0.558380367234349,0.00953139271587133,0.0953139271587133,10.6389720365405
