"","eff1_kw","eff1_gp","eff2_kw","eff2_gp","eff3_gamma","eff4_gamma"
"x1",1.99245891207829,1.99245891207829,0.648649049457163,0.018038310110569,0.18038310110569,9.54606194980443
"x2",1.99245891207829,1.99245891207829,0.596363430842757,0.018038310110569,0.18038310110569,11.7467386554927
"x3",1.99245891207829,1.85875301808119,0.465490719303489,1.99245891207829,0.18038310110569,0.18038310110569
