"","eff1_kw","eff1_gp","eff2_kw","eff2_gp","eff3_gamma","eff4_gamma"
"x1",1.63522056909278,0.0110651697032154,1.06606921739876,0.0110651697032154,17.9590294696391,19.9797530891374
"x2",1.99797530891374,1.47776148281991,1.12509641610086,0.0110651697032154,4.41399519331753,19.9797530891374
"x3",1.99797530891374,1.99797530891374,1.09762255428359,1.13213529950008,0.110651697032154,10.0936587713659
