"","x1","x2","x3","x4","x5"
"eff1_kw",1.32204398140311,0.43143667653203,0.875374970957637,1.04018822824582,1.53342587593943
"eff1_gp",0.403984196018428,1.77978226728737,0.802948090713471,1.78524600015953,1.9500154517591
"eff2_kw",1.56381503446028,1.35957361198962,0.784554384183139,1.054757530801,1.23395780753344
"eff2_gp",1.65573440864682,0.0057521085254848,0.0106260147877038,0.163763826247305,1.93380821170285
"eff3_gamma",1.44229504279792,1.34125904645771,8.32457798998803,0.707677863538265,1.71447603031993
"eff4_gamma",11.4092477271333,4.39783780369908,14.8713599238545,5.95214470755309,1.33987954817712
