"","x1","x2","x3"
"eff1_kw",0.727958590257913,0.618762292899191,1.67786922072992
"eff1_gp",0.275369272567332,0.0670356913469732,0.0654435241594911
"eff2_kw",1.32605316163972,1.10937702236697,0.208083521109074
"eff2_gp",1.47480974951759,0.0677663828246295,0.62675311230123
"eff3_gamma",7.81689054332674,9.80297289788723,3.69087305385619
"eff4_gamma",0.816701292060316,4.71841405145824,5.080412235111
